Movie_Title,Storyline,storyline_word_count,clean_storyline
The Ashgrove Experiment,"A disgraced detective and newly-weds on the brink of ruin must race against time to save themselves and those they've sworn to protect from The Haunted, The Possessed and The Damned",31,a disgraced detective and newly weds on the brink of ruin must race against time to save themselves and those they ve sworn to protect from the haunted the possessed and the damned
Bachcha Gang,Lawyer suffering from a condition preventing him from lying takes a cross-country road trip in France. Musical fantasy blending trumpet and piano. Original Ibrahim Maalouf soundtrack.,26,lawyer suffering from a condition preventing him from lying takes a cross country road trip in france musical fantasy blending trumpet and piano original ibrahim maalouf soundtrack
My Private Line to God,"Years after being charged with a heinous crime, former members of a Chilean cult share their haunting experiences.",18,years after being charged with a heinous crime former members of a chilean cult share their haunting experiences
Avaidh,A young engineer returns to her hometown of 12 inhabitants for an important project that coincides with the annual event in the valley.,23,a young engineer returns to her hometown of inhabitants for an important project that coincides with the annual event in the valley
Farmer's Bride,"Unraveling centuries of greed and exploitation in America's meat industry, this modern-day take on Upton Sinclair's shocking 1906 novel, The Jungle, calls into question the profiteering of ecosystems and reveals how indigenous knowledge may hold the key to creating an equitable food system for both people and the planet.",49,unraveling centuries of greed and exploitation in america s meat industry this modern day take on upton sinclair s shocking novel the jungle calls into question the profiteering of ecosystems and reveals how indigenous knowledge may hold the key to creating an equitable food system for both people and the planet
The Invasion,"When Sundarlal finds out about an IT Raid on his properties, he hides 100 Crores in his bungalow. But when he can't find the money and dies in shock. Where did the money go? Was is stolen?",37,when sundarlal finds out about an it raid on his properties he hides crores in his bungalow but when he can t find the money and dies in shock where did the money go was is stolen
Dreambreaker: A Pickleball Story,"Teteng, a single father and assistant to a film director, faces his last days due to a brain tumor. Despite his fear of confrontation, he becomes determined to protect his tomboyish daughter Tintin from bullies. Teteng, romantically interested in Tintin's teacher, discovers his illness and gets involved in a bar fight, leading to Tintin's kidnapping by a crime boss. With nothing to lose, Teteng fights relentlessly, showcasing his strength and love for his daughter until his final moments.",78,teteng a single father and assistant to a film director faces his last days due to a brain tumor despite his fear of confrontation he becomes determined to protect his tomboyish daughter tintin from bullies teteng romantically interested in tintin s teacher discovers his illness and gets involved in a bar fight leading to tintin s kidnapping by a crime boss with nothing to lose teteng fights relentlessly showcasing his strength and love for his daughter until his final moments
The Candy Store,"On Halloween, three kids in a quiet town must stop alien witches hunting for human flesh. Trick or treat, smell my feet, witches came for people meat.",27,on halloween three kids in a quiet town must stop alien witches hunting for human flesh trick or treat smell my feet witches came for people meat
The Desperate Chase,"The world's best film fest of new horror, science fiction, and fantasy films directed by women is back with its 2024 lineup.",22,the world s best film fest of new horror science fiction and fantasy films directed by women is back with its lineup
The Perfect Mother,"Comedian Jacqueline Novak delivers a funny and philosophical meditation on sex, coming-of-age and a certain body part in this intimate stand-up special.",22,comedian jacqueline novak delivers a funny and philosophical meditation on sex coming of age and a certain body part in this intimate stand up special
That Kind of Love,Centers on a ruthless debt collector experiencing a change of heart and pursuing his passion for singing.,17,centers on a ruthless debt collector experiencing a change of heart and pursuing his passion for singing
Tata,"Maddie, who was raped in high school but not believed, attempts to rebuild her life ten years later.",18,maddie who was raped in high school but not believed attempts to rebuild her life ten years later
Guys at Parties Like It,"Alan built a castle in rural Illinois with his late love. Facing life alone, he revisits their fantasy through musical re-enactments transporting him to the world they shared.",28,alan built a castle in rural illinois with his late love facing life alone he revisits their fantasy through musical re enactments transporting him to the world they shared
Here to Climb,"When Christmas movie director Ivy has another 'heartless' flop, she seeks the star of her debut hit in snowy Serbia. Despite refusing to return, he shows her the wonder of Serbian Christmas.",32,when christmas movie director ivy has another heartless flop she seeks the star of her debut hit in snowy serbia despite refusing to return he shows her the wonder of serbian christmas
Devil Is a Liar,"Follows a woman who must rise above hardships to save her grandchildren, and herself.",14,follows a woman who must rise above hardships to save her grandchildren and herself
"There Was, There Was Not",A new-age entertainment industry was booming during Corey Goode and David Wilcock's rise. Their claims of a secret space alien program wowed.,22,a new age entertainment industry was booming during corey goode and david wilcock s rise their claims of a secret space alien program wowed
Bairi,"A ruthless Prime Minister desperate for revenge ferociously rises to power, stopping at nothing to become more powerful than the kings he served.",23,a ruthless prime minister desperate for revenge ferociously rises to power stopping at nothing to become more powerful than the kings he served
Mozart's Sister,"A fearless female leader sparks a revolution against colonialism and patriarchy in Nigeria, forever transforming the destiny of her nation.",20,a fearless female leader sparks a revolution against colonialism and patriarchy in nigeria forever transforming the destiny of her nation
Agents,"The sequel to the movie ""2 Fingers Honey"" by Ermal Mamaqi. The adventures of the newly married couple continue. This time, they leave for a family vacation to Turkey but mix up their plane tickets and end up at the wrong airport.",42,the sequel to the movie fingers honey by ermal mamaqi the adventures of the newly married couple continue this time they leave for a family vacation to turkey but mix up their plane tickets and end up at the wrong airport
The Movie Man,"YouTuber Kartik is persuaded by friend Nilay to elope with girlfriend, but reaches the wrong address. A different girl accompanies them, leading to complications.",24,youtuber kartik is persuaded by friend nilay to elope with girlfriend but reaches the wrong address a different girl accompanies them leading to complications
The Path,"A hopeless romantic scarred by a string of unfaithful partners, finally finds 'the one.' But when doubts creep in about his fiancée's fidelity, his bid to protect love spirals into a comedic and chaotic battle with his own insecurities.",39,a hopeless romantic scarred by a string of unfaithful partners finally finds the one but when doubts creep in about his fianc e s fidelity his bid to protect love spirals into a comedic and chaotic battle with his own insecurities
Cholo Zombies,A wayward young man becomes involved in a criminal conspiracy.,10,a wayward young man becomes involved in a criminal conspiracy
Mannequin,Explores the life and personal struggles of a police head constable named Govardhan.,13,explores the life and personal struggles of a police head constable named govardhan
Most People Die on Sundays,"The love story of South Indian superstar Nayanthara, who recently got married in a fairytale wedding to filmmaker Vignesh Shivan.",20,the love story of south indian superstar nayanthara who recently got married in a fairytale wedding to filmmaker vignesh shivan
Magic Love,"A disastrous one-night stand between strangers, Asha and Lucas, gets extended when a police lockdown traps the lovers in Asha's Oakland apartment. As the night progresses, strange things occur, and nothing is as it seems.",35,a disastrous one night stand between strangers asha and lucas gets extended when a police lockdown traps the lovers in asha s oakland apartment as the night progresses strange things occur and nothing is as it seems
Vindicating Trump,"Commander Jin Shanya battles insect beasts and an elusive mastermind after the Earth Defense Alliance's 20-year war. The enemy lurks unseen, launching bizarre attacks.",24,commander jin shanya battles insect beasts and an elusive mastermind after the earth defense alliance s year war the enemy lurks unseen launching bizarre attacks
Christmas Slasher,"Feeling stuck, young fisherman Yong-su plans an insurance scam by staging his disappearance, hoping to provide a better life for his Vietnamese wife and his ageing mother.",27,feeling stuck young fisherman yong su plans an insurance scam by staging his disappearance hoping to provide a better life for his vietnamese wife and his ageing mother
White Courage,"Set in an apartment building where many people are rumored to disappear one after another, the story begins when Maruko, a young delivery worker, accidentally discovers the secret of a suspicious resident.",32,set in an apartment building where many people are rumored to disappear one after another the story begins when maruko a young delivery worker accidentally discovers the secret of a suspicious resident
A Thousand Cuts,The poet Sappho encounters the nymph Britomartis by the sea. Tales claim Sappho leapt into the ocean out of heartbreak while Britomartis fell into the water escaping a man's pursuit. Together they reflect on the bittersweet pangs of desire,39,the poet sappho encounters the nymph britomartis by the sea tales claim sappho leapt into the ocean out of heartbreak while britomartis fell into the water escaping a man s pursuit together they reflect on the bittersweet pangs of desire
Realm of Satan,"Young musicians Jean and Helena brace for parenthood and job insecurities. Their landlord Klara has an enigmatic breakdown. Accepting her offer of rent-free living, they embark on a surreal journey, forming unexpected connections.",33,young musicians jean and helena brace for parenthood and job insecurities their landlord klara has an enigmatic breakdown accepting her offer of rent free living they embark on a surreal journey forming unexpected connections
Bis Repetita,Oklahoma's famed Guardsmen are tasked with ridding the territory of Outlaws that threaten the American way of life.,18,oklahoma s famed guardsmen are tasked with ridding the territory of outlaws that threaten the american way of life
The Architecture of Love,"Esmeralda (Marcela Mar), a woman determined to uncover the truth behind the tragedy that destroyed her family, embarks on a desperate quest that leads her to unearth the darkest secrets of La Alameda, a small mining community in Colombia. With the help of Joaquín (Juan Pablo Urrego), a farmer who knows the land and its dangers well, she follows the last traces of her late husband, a high executive at a multinational mining company. Together, they slowly peel back the layers of something much more sinister and discover an ambitious society fighting for gold and territory. Esmeralda becomes trapped in a dangerous game of betrayal and power, where every step she takes brings her closer to the truth... but also to death.",122,esmeralda marcela mar a woman determined to uncover the truth behind the tragedy that destroyed her family embarks on a desperate quest that leads her to unearth the darkest secrets of la alameda a small mining community in colombia with the help of joaqu n juan pablo urrego a farmer who knows the land and its dangers well she follows the last traces of her late husband a high executive at a multinational mining company together they slowly peel back the layers of something much more sinister and discover an ambitious society fighting for gold and territory esmeralda becomes trapped in a dangerous game of betrayal and power where every step she takes brings her closer to the truth but also to death
A Twisted Affair,Popular internet star Zosia finds out her YouTuber boyfriend cheats on her during a sponsored trip with Viola.,18,popular internet star zosia finds out her youtuber boyfriend cheats on her during a sponsored trip with viola
Trizombie,"""The War On Children"" exposes the ongoing battle for control of the next generation and their minds. This film reveals the battle plan being used to control the future. To win this war you have to understand the tactics of your enemy.",42,the war on children exposes the ongoing battle for control of the next generation and their minds this film reveals the battle plan being used to control the future to win this war you have to understand the tactics of your enemy
Who They Are,"Stab 4 takes us back before Hollywood, before Windsor College, before Woodsboro, to a small town in New Hampshire where 21-year-old Gale Weathers is reporting for her college newspaper. When her best friend is brutally slain, Gale sets out to find the killer known as Ghost Face, a local urban legend. Can Gale solve the case before all of her friends are gruesomely murdered or will she land on the chopping block with them? Stab 4: Knife of Doom gives new life to the franchise before Ghost Face takes it away.",91,stab takes us back before hollywood before windsor college before woodsboro to a small town in new hampshire where year old gale weathers is reporting for her college newspaper when her best friend is brutally slain gale sets out to find the killer known as ghost face a local urban legend can gale solve the case before all of her friends are gruesomely murdered or will she land on the chopping block with them stab knife of doom gives new life to the franchise before ghost face takes it away
Divino tesoro,"The story of small town Jewish leader Rafuel Lowy, who found an ingenious way to save Bardejov's Jewish population from being sent to Auschwitz during World War Two.",28,the story of small town jewish leader rafuel lowy who found an ingenious way to save bardejov s jewish population from being sent to auschwitz during world war two
Lisabi: The Uprising,Life is more than just a loss. Pulse of the Dance is a movie about the price of success.,19,life is more than just a loss pulse of the dance is a movie about the price of success
Love Love,The latest chapter in the indie CRUEL SUMMER horror/comedy franchise.,10,the latest chapter in the indie cruel summer horror comedy franchise
Silent Notes,"When a young man disappears during the army's intensified anti-terrorist activities in Kashmir in 1993, his best friend will do anything to find him, even if it means sacrificing himself.",30,when a young man disappears during the army s intensified anti terrorist activities in kashmir in his best friend will do anything to find him even if it means sacrificing himself
The Senator,"Follows a reporter, whose life changes after a business trip in Florida. His old college love is also in town reporting on the current biggest sports story.",27,follows a reporter whose life changes after a business trip in florida his old college love is also in town reporting on the current biggest sports story
"Meeting You, Meeting Me","A young and ambitious guy from the village comes to the city to fulfill his dream and enter the Academy of the Ministry of Internal Affairs. His desire to become a policeman is known to everyone around him. However, in the area where his uncle lives, there is a criminal group that controls ruthless gangs, and when he enters the academy, he meets his love. Now he has to not only prepare for exams, but also enter into a confrontation with bandits in order to protect his loved ones and his future.",92,a young and ambitious guy from the village comes to the city to fulfill his dream and enter the academy of the ministry of internal affairs his desire to become a policeman is known to everyone around him however in the area where his uncle lives there is a criminal group that controls ruthless gangs and when he enters the academy he meets his love now he has to not only prepare for exams but also enter into a confrontation with bandits in order to protect his loved ones and his future
Chuck Zito: An American Story,"An epic tale of Vermont's fight for self-determination, led by Ethan Allen; and Lucy Prince, the first black female poet, and her quest for justice and peace.",27,an epic tale of vermont s fight for self determination led by ethan allen and lucy prince the first black female poet and her quest for justice and peace
Nina,"Aranya, a medical student and detective by hobby, and also a cricket fan, starts helping his brother in law (CID officer) in the re-opened murder case of Dr Amit Roy in Panaghat. Investigations reveal a lot of underlying corruption there.",40,aranya a medical student and detective by hobby and also a cricket fan starts helping his brother in law cid officer in the re opened murder case of dr amit roy in panaghat investigations reveal a lot of underlying corruption there
Balu Gaani Talkies,"Despite family pressure, Sridevi and Prasanna challenge conventional ideas about love and romance, finding a unique connection.",17,despite family pressure sridevi and prasanna challenge conventional ideas about love and romance finding a unique connection
Don't Make a Sound,"In BALOMANIA, a secret society of giant hot air balloon makers in Brazil risk everything to create and fly their illegal masterpieces.",22,in balomania a secret society of giant hot air balloon makers in brazil risk everything to create and fly their illegal masterpieces
Una jirafa en el balcón,"Mothers wage a war of wills to control their children's wedding plans: Carmen uses emotional blackmail while Catalina employs her connections, leading to an epic battle.",26,mothers wage a war of wills to control their children s wedding plans carmen uses emotional blackmail while catalina employs her connections leading to an epic battle
Massacre at Femur Creek,"Addelyn Nelson inherits her father's house, where strange events test her sanity. With her friend Cindy, she faces mysterious deaths and unseen threats while uncovering dark secrets and questioning who to trust.",32,addelyn nelson inherits her father s house where strange events test her sanity with her friend cindy she faces mysterious deaths and unseen threats while uncovering dark secrets and questioning who to trust
Babu,"Anne, aka 'The Man Maker', has no relationships, but projects. Every six months Anne picks up a hopeless man and transforms him into a desirable specimen every woman wants. If she has succeeded, she will break up with the guy and focus on the next project. Her ""Man-Making"" projects go really well, until, unexpectedly, Anne starts to develop feelings for her most recent project man.",65,anne aka the man maker has no relationships but projects every six months anne picks up a hopeless man and transforms him into a desirable specimen every woman wants if she has succeeded she will break up with the guy and focus on the next project her man making projects go really well until unexpectedly anne starts to develop feelings for her most recent project man
Tyrant: Like Father Like Son,"Being a middle class family that can afford movie tickets, they dream of producing a whole new movie to fulfill their younger son's wish to rediscover himself which brings grave challenges.",31,being a middle class family that can afford movie tickets they dream of producing a whole new movie to fulfill their younger son s wish to rediscover himself which brings grave challenges
Mothers of Chibok,"In the small town of Vikarabad, a female police officer Soumya, who is determined to prove herself, is paired with a sincere PoliceOfficer Abhiram, to unravel the sinister motives of Yugandhar who has a wishlist of young fan girls of stars",41,in the small town of vikarabad a female police officer soumya who is determined to prove herself is paired with a sincere policeofficer abhiram to unravel the sinister motives of yugandhar who has a wishlist of young fan girls of stars
Lover of Men: The Untold History of Abraham Lincoln,"The documentary chronicles about four decades in a small farming village of Eressos on the island of Lesbos, where lesbian women from around the world have been gathering since the late '70s.",32,the documentary chronicles about four decades in a small farming village of eressos on the island of lesbos where lesbian women from around the world have been gathering since the late s
Con Job,"An island paradise, big business, complex characters, love and betrayal set the scene for this romantic adventure film. Story follows a woman who learns that life is not what it seems and a man who has closed himself off from the world.",42,an island paradise big business complex characters love and betrayal set the scene for this romantic adventure film story follows a woman who learns that life is not what it seems and a man who has closed himself off from the world
SCP: The Infinite Mission,"At the start of the Russian-Ukrainian war, deaf 17-y.o. Olga stays with her father's new family in Bucha. When Russian troops take over their home, Olga and her family are threatened.",31,at the start of the russian ukrainian war deaf y o olga stays with her father s new family in bucha when russian troops take over their home olga and her family are threatened
State Organs,"Chronicling Simone de Beauvoir's journey writing the groundbreaking feminist text ""The Second Sex,"" this film links her pioneering ideas to modern women's struggles.",23,chronicling simone de beauvoir s journey writing the groundbreaking feminist text the second sex this film links her pioneering ideas to modern women s struggles
The Legacy of Cloudy Falls,Four teenagers from a hilly village get stuck in a desolate bungalow one night.,14,four teenagers from a hilly village get stuck in a desolate bungalow one night
All Suspects,"Dori is a retiree who spends her days drinking mate and playing lottery with Claudia, the woman who helps her clean her house. One day, she is unpleasantly surprised to learn that her neighbor Alicia has suddenly died. Overwhelmed by financial problems, Claudia tells Dori about Necromancy, the ritual by which one can consult the dead about the future. Dori agrees to this practice, thinking that her financial problems will soon be solved. But what she doesn't know is that desecrating the sleep of the dead can have terrifying consequences.",90,dori is a retiree who spends her days drinking mate and playing lottery with claudia the woman who helps her clean her house one day she is unpleasantly surprised to learn that her neighbor alicia has suddenly died overwhelmed by financial problems claudia tells dori about necromancy the ritual by which one can consult the dead about the future dori agrees to this practice thinking that her financial problems will soon be solved but what she doesn t know is that desecrating the sleep of the dead can have terrifying consequences
Shot the Voice of Freedom,"Farmer Paraman battles his partner Sadai's land grab scheme and wins in court, only to face government seizure. Fighting both threats leaves his family torn apart, with his son jailed and only his wife by his side.",37,farmer paraman battles his partner sadai s land grab scheme and wins in court only to face government seizure fighting both threats leaves his family torn apart with his son jailed and only his wife by his side
Honshin,Centres around the clashes between Kerala's political group and Tamil Nadu's tribal youths.,13,centres around the clashes between kerala s political group and tamil nadu s tribal youths
Once Upon A Love Story,"Vanessa seeks to find herself in the face of goals as high as the mountains that stand before her. She tries to give meaning to her mountaineering expeditions by promoting her ecological concerns and social media identity. Her roles are multiple, making matters even more complicated as what is at stake becomes difficult to balance.",55,vanessa seeks to find herself in the face of goals as high as the mountains that stand before her she tries to give meaning to her mountaineering expeditions by promoting her ecological concerns and social media identity her roles are multiple making matters even more complicated as what is at stake becomes difficult to balance
Lost & Found You,"Zubin, rejected by his fiancee Shehnaz due to bedroom woes, travels to UK. There, he meets Ruby, an intimacy coordinator. They strike an unusual deal, embarking on a comical journey of self-discovery and personal growth.",35,zubin rejected by his fiancee shehnaz due to bedroom woes travels to uk there he meets ruby an intimacy coordinator they strike an unusual deal embarking on a comical journey of self discovery and personal growth
Eros,"Provides an intimate look at Kim White's life, showcasing her strength as she dealt with cancer and highlighting her faith and roles as a wife, mother and daughter.",28,provides an intimate look at kim white s life showcasing her strength as she dealt with cancer and highlighting her faith and roles as a wife mother and daughter
La Déviante Comédie,"A family struggling to make ends meet uses an online rental app to share their home, allowing a guest with a violent past into their residence.",26,a family struggling to make ends meet uses an online rental app to share their home allowing a guest with a violent past into their residence
Proslava,"27 year old twin brothers Nathan and Robert live together. After admitting Nathan walked into the woods of danger, things get spooky when Nathan mentions statues appearing, bikes getting stolen and brought to their yard, and teenage girls breaking into people's homes to throw a party and kill the owners.",50,year old twin brothers nathan and robert live together after admitting nathan walked into the woods of danger things get spooky when nathan mentions statues appearing bikes getting stolen and brought to their yard and teenage girls breaking into people s homes to throw a party and kill the owners
Wishing on a Star,A man takes a job as a crisis hotline responder as a means of coping with a family tragedy.,19,a man takes a job as a crisis hotline responder as a means of coping with a family tragedy
Sexagenarian,"Amber rented a room from the flat owner Ray. In the name of renting out space capsules, Ray actually sold the tenants' ID to investment firm for a profit, while the firm used the ID to set up fake accounts to manipulate the stock market.",45,amber rented a room from the flat owner ray in the name of renting out space capsules ray actually sold the tenants id to investment firm for a profit while the firm used the id to set up fake accounts to manipulate the stock market
Rebel,"Siddhu an ambivert guy, loves Dharani an extrovert girl, but hesitates to express his love due to his perceived boredom. Unexpectedly, he uses a lie to express his love,will he make use of it and make his love life success?",40,siddhu an ambivert guy loves dharani an extrovert girl but hesitates to express his love due to his perceived boredom unexpectedly he uses a lie to express his love will he make use of it and make his love life success
Death Web,"A series of events during Ruby's freshman year of college send her on a downward spiral, culminated by the arrival of a glamorous alter ego who begins to live a life of her own.",34,a series of events during ruby s freshman year of college send her on a downward spiral culminated by the arrival of a glamorous alter ego who begins to live a life of her own
Guna guna istri muda,"A brave journalist adopts a fake identity to infiltrate online white supremacist groups, revealing dangerous networks of hate and extremism spreading across international borders.",24,a brave journalist adopts a fake identity to infiltrate online white supremacist groups revealing dangerous networks of hate and extremism spreading across international borders
Sur un fil,"Chandra, a devoted husband, is left in a coma after a brutal attack. Upon waking, he discovers an imposter, Vinay, has taken his place and is dangerously obsessed with his wife, Nakshatra.",32,chandra a devoted husband is left in a coma after a brutal attack upon waking he discovers an imposter vinay has taken his place and is dangerously obsessed with his wife nakshatra
3. Gün,"Follows the life of WNBA star Sue Bird, capturing the final chapter of her 19-year career in basketball.",18,follows the life of wnba star sue bird capturing the final chapter of her year career in basketball
Pandora,A group of filmmakers intend to record a live African invocation ritual.,12,a group of filmmakers intend to record a live african invocation ritual
Bliss,A devoted single father adjusts to life after his wife's passing while raising his son with Down Syndrome. They embark on a journey through Metro Atlanta to attend their first baseball game.,32,a devoted single father adjusts to life after his wife s passing while raising his son with down syndrome they embark on a journey through metro atlanta to attend their first baseball game
Bigfoot,Dave faces adulthood challenges while his codependent bond with his mother hinders his personal growth.,15,dave faces adulthood challenges while his codependent bond with his mother hinders his personal growth
One Day in October,A pastor's daughter pretends to date her best friend-just as he meets his dream girl. Will it doom their friendship or bloom into romance?,24,a pastor s daughter pretends to date her best friend just as he meets his dream girl will it doom their friendship or bloom into romance
Killer Ex,"A grieving housekeeper, Sharease Smalls, loses her son to street violence. When his cast goes cold, she loses everything. At the mercy of those around her, she moves in with her sister and gets a job as a housekeeper and personal assistant. The more time she spends with her boss, Zues Grayson, the more she gets to know his past life. Zues confesses to murdering her son in the past but things turn deadly when he refuses to turn himself in to the police and Sharease seeks justice for her lost son.",92,a grieving housekeeper sharease smalls loses her son to street violence when his cast goes cold she loses everything at the mercy of those around her she moves in with her sister and gets a job as a housekeeper and personal assistant the more time she spends with her boss zues grayson the more she gets to know his past life zues confesses to murdering her son in the past but things turn deadly when he refuses to turn himself in to the police and sharease seeks justice for her lost son
Correr para Vivir,"The wealthy businessman Zheng Bingrui invited his daughter Tingting's teacher Li Huiping and classmates' parents to a party at home. Unexpectedly, Tingting was kidnapped. Police officer Zhang Jingxian led the team to investigate.",33,the wealthy businessman zheng bingrui invited his daughter tingting s teacher li huiping and classmates parents to a party at home unexpectedly tingting was kidnapped police officer zhang jingxian led the team to investigate
Mrs. Robinson,"A grieving heart surgeon who loses his wife embarks on a journey of redemption, becoming a mysterious guardian angel for those in need, and ultimately finds a new purpose and hope through the kindness of strangers.",36,a grieving heart surgeon who loses his wife embarks on a journey of redemption becoming a mysterious guardian angel for those in need and ultimately finds a new purpose and hope through the kindness of strangers
Andhagan,"Lady Parts is a dramedy feature film where a young woman's sex life becomes a family affair when she has to undergo a vulvar vestibulectomy. Her loving, but overbearing parents help her through recovery (despite her cringing) and learn that saying ""vagina"" loud and proud is the first step to advocating for herself in all aspects of her life.",59,lady parts is a dramedy feature film where a young woman s sex life becomes a family affair when she has to undergo a vulvar vestibulectomy her loving but overbearing parents help her through recovery despite her cringing and learn that saying vagina loud and proud is the first step to advocating for herself in all aspects of her life
Tanning Zone,"The hustle and bustle of the newlyweds, Adimas and Adelia, is full of domestic drama mixed with hilarious behavior from both of them.",23,the hustle and bustle of the newlyweds adimas and adelia is full of domestic drama mixed with hilarious behavior from both of them
Big Ben,Set against the backdrop of the violent Memali Incident in 1985. This psychological thriller is about a visiting handyman and his young daughter who experience mysterious visions in a remote village amid the fatal police raid against fundamentalists.,38,set against the backdrop of the violent memali incident in this psychological thriller is about a visiting handyman and his young daughter who experience mysterious visions in a remote village amid the fatal police raid against fundamentalists
A Fidai Film,"Women denied abortions in Texas despite life-threatening circumstances join forces with a lawyer to file a lawsuit against the state, aiming to restore reproductive rights for themselves and others.",29,women denied abortions in texas despite life threatening circumstances join forces with a lawyer to file a lawsuit against the state aiming to restore reproductive rights for themselves and others
"The Haunted, the Possessed and the Damned",Steetwise detectives Sino and Mo are the first to track down a major cocaine smuggling operation. They try to solve the case with their unique Turkish and Moroccan investigative methods.,30,steetwise detectives sino and mo are the first to track down a major cocaine smuggling operation they try to solve the case with their unique turkish and moroccan investigative methods
Finalement,"Nee Dhaarey Nee Katha explores the theme of perseverance, through the lens of music. The film moves through seemingly lighthearted instances and conversations in engaging with the message of pursuing what makes one fulfilled.",34,nee dhaarey nee katha explores the theme of perseverance through the lens of music the film moves through seemingly lighthearted instances and conversations in engaging with the message of pursuing what makes one fulfilled
The Doomsday Cult of Antares De La Luz,"A gripping and revealing true film exploring the life of General Michael Flynn, from his rise in the US Military, to severe political persecution he faced exposing corruption as the National Security Advisor to the POTUS.",36,a gripping and revealing true film exploring the life of general michael flynn from his rise in the us military to severe political persecution he faced exposing corruption as the national security advisor to the potus
El molino,"In Romania, fugitive Frank Sharp takes a job as a bouncer. Saving a woman from abuse, he discovers she's trafficked. They escape together but are relentlessly hunted.",27,in romania fugitive frank sharp takes a job as a bouncer saving a woman from abuse he discovers she s trafficked they escape together but are relentlessly hunted
The Jungle,"Before Rolling Stone, there was Soul Newspaper. Behind Soul, there was Regina Jones. Against all odds, Regina blazed her own path, and at 80 has found herself again.",28,before rolling stone there was soul newspaper behind soul there was regina jones against all odds regina blazed her own path and at has found herself again
100 Crores,"Hari, Soniya, and friends traverse Singapore and Malaysia, confronting revived relationships, unvoiced realities. Their journeys explore love, memory, identity through emotional drama involving family and friendships.",26,hari soniya and friends traverse singapore and malaysia confronting revived relationships unvoiced realities their journeys explore love memory identity through emotional drama involving family and friendships
Itutumba ka ng tatay ko,"25 years after being herself a rough sleeper on the streets of London, Lorna Tucker returns to the places she used to frequent to discover what has or has not changed in the intervening years.",35,years after being herself a rough sleeper on the streets of london lorna tucker returns to the places she used to frequent to discover what has or has not changed in the intervening years
Killer Witches from Outer Space,"Students of Nazi anticultist Walter Künneth have revived his methodology. Centered in Russia's RACIRS, their influence spreads across Western democracies, covertly fueling hatred and division.",25,students of nazi anticultist walter k nneth have revived his methodology centered in russia s racirs their influence spreads across western democracies covertly fueling hatred and division
Etheria Film Night 2024,Aubrey and her friends go geocaching in the woods behind an old cornfield where they are trapped and hunted by a masked woman in white.,25,aubrey and her friends go geocaching in the woods behind an old cornfield where they are trapped and hunted by a masked woman in white
Jacqueline Novak: Get on Your Knees,"Isolated on the fringes of a soulless metropolis, Catherine survives on scraps of translation work. But a mysterious client offers a lucrative job, and an opportunity for Catherine to indulge in her malformed and incompatible desires.",36,isolated on the fringes of a soulless metropolis catherine survives on scraps of translation work but a mysterious client offers a lucrative job and an opportunity for catherine to indulge in her malformed and incompatible desires
Kaka Boss,"In 1997, Ai enrolls in the night school at First Girls' High, a ""special"" system of education in Taiwan, to pursue education of higher quality. However, night school students are always considered less capable than their day school counterparts, and Ai thus has a strong sense of inferiority. Later, she and her day school bestie both fall in love with the same student from an all-boy school. Ai decides to pretend to be a day school student but this gradually pushes her into a whirlpool of lies which is later exposed.",91,in ai enrolls in the night school at first girls high a special system of education in taiwan to pursue education of higher quality however night school students are always considered less capable than their day school counterparts and ai thus has a strong sense of inferiority later she and her day school bestie both fall in love with the same student from an all boy school ai decides to pretend to be a day school student but this gradually pushes her into a whirlpool of lies which is later exposed
Every Day,"16-year-old Dar returns to her kibbutz seeking her lost dog amid a terror spree, navigating horrors while encountering the unfolding disaster beyond the fence, caught between those seeking revenge and those keeping faith in humanity.",35,year old dar returns to her kibbutz seeking her lost dog amid a terror spree navigating horrors while encountering the unfolding disaster beyond the fence caught between those seeking revenge and those keeping faith in humanity
Adrianne & the Castle,"A woman's world turns upside down after her father's death, as she experiences a recurring dream of a little girl, compelling her to dive into international adoption, risking her marriage, family stability, and moral compass.",35,a woman s world turns upside down after her father s death as she experiences a recurring dream of a little girl compelling her to dive into international adoption risking her marriage family stability and moral compass
A European Christmas,"A married preacher stumbles into a dangerous affair with a prostitute, who is then found dead.",16,a married preacher stumbles into a dangerous affair with a prostitute who is then found dead
Aberdeen,"In Grand Rapids, Walter a newcomer arrives to the city as Grace plans to leave. A romantic weekend brings them together, revealing shared childhood trauma and unfulfilled dreams as they explore connection in the Midwest.",35,in grand rapids walter a newcomer arrives to the city as grace plans to leave a romantic weekend brings them together revealing shared childhood trauma and unfulfilled dreams as they explore connection in the midwest
Dark Alliance: The Inside Story of the Cosmic Con,"A rural Wisconsin community deals with death, family, and generational transitions told through the eyes of the volunteer fire department.",20,a rural wisconsin community deals with death family and generational transitions told through the eyes of the volunteer fire department
House of Ga'a,"A man, plagued by insomnia, turns to Doctor Sander's Sleep Cure tapes for relief, becoming the unwitting star of his own nightmarish productions, navigating through bizarre and morbid dreamscapes filled with macabre humor.",33,a man plagued by insomnia turns to doctor sander s sleep cure tapes for relief becoming the unwitting star of his own nightmarish productions navigating through bizarre and morbid dreamscapes filled with macabre humor
Funmilayo Ransome-Kuti,"A nameless man gives up his identity to live with a large cardboard box over his head, to meet a range of characters as he wanders in Tokyo.",28,a nameless man gives up his identity to live with a large cardboard box over his head to meet a range of characters as he wanders in tokyo
